1 啊！老师，多么神圣的职务啊;啊！老师，多么的刻敬职守啊
1 追求好象一把尺子，它能衡量奋斗者前进的进程;追求如同一架天平，它能称量奋斗者成果的重量
1 追求如同一架天平，它能称量奋斗者成果的重量;追求就像一把皮鞭，它能鞭策我们追赶人生的目标
1 追求就像一把皮鞭，它能鞭策我们追赶人生的目标;追求犹如一面战鼓，它能激励我们加快前进的脚步。
1 自私是一面镜子，镜子里永远只看得到自己;自私是一块布匹，蒙住了自己的眼睛，看不见别人的痛楚
1 自私是一块布匹，蒙住了自己的眼睛，看不见别人的痛楚;自私是一层玻璃，看上去透明，却始终隔开了彼此的距离。
1 自立是春风，使人们枯黄的心田充满生机;自立是小溪，使人们干涸的心海档期碧波
1 自立是小溪，使人们干涸的心海档期碧波;自立是火焰使人们沉寂的心灵燃烧
1 自立是我们战胜困难的信心，使我们勇于面对面前的问题;自立是我们面对社会的承诺，使我们展现宽广的胸怀和高尚的境界
1 自立是我们面对社会的承诺，使我们展现宽广的胸怀和高尚的境界;自立是我们成熟的标志，使我们勤于思考、敢于承当、履行着自己的责任
1 自立是我们成熟的标志，使我们勤于思考、敢于承当、履行着自己的责任;自立是我们锻炼毅力的表现，使我们在千百次的跌到中再一次站立起来
1 自立是我们锻炼毅力的表现，使我们在千百次的跌到中再一次站立起来;自立是我们对父母和老师的回报，使我们学会感恩、回报社会。
1 自立，是那荒山上挺拔的松柏，四季常青;自立，是那石缝间翠绿的小草，坚韧顽强
1 自立，是那石缝间翠绿的小草，坚韧顽强;自立，是那波浪中高扬的风帆，乘风破浪。
1 自立是船，载着你驶向成功的彼岸;自立是灯，引导你走向成功大道
1 自立是灯，引导你走向成功大道;自立是羽翼，帮助你飞向成功的云霄。
1 自信是自我的肯定;自信是自我的相信
1 自信是自我的相信;自信是自我的展现。
1 自信是一种坚强;自信是一种品质
1 自信是一种品质;自信是一种释怀!
1 自信是成功的基石;自信是力量的源泉
1 自信是力量的源泉;自信是精神的支柱。
1 自信是一种情节，它可以使人变得高雅;自信是一种心态，它可以使人变得高大
1 自信是一种心态，它可以使人变得高大;自信是一种气节，它可以使人信服。
1 这里有明亮的教室;这里有如茵的绿树
1 这里有如茵的绿树;这里有忙碌的老师
1 这里有忙碌的老师;这里有勤奋的同学。
1 知道军训是一块圣地，可以净化人的心灵;知道军训是一片热土，可以沸腾人的血液
1 知道军训是一片热土，可以沸腾人的血液;知道军训是熔炉，是锻造场，是大课堂
1 珍惜时光，可以让你更充分的度过青春;珍惜时光，可以让你更轻松的享受生活
1 珍惜时光，可以让你更轻松的享受生活;珍惜时光，可以让你更自由的追求希望
1 种子，如果害怕埋没，那它永远不能发芽;鲜花，如果害怕凋谢，那它永远不能开放
1 鲜花，如果害怕凋谢，那它永远不能开放;矿石，如果害怕焚烧，那它永远不能成钢
1 矿石，如果害怕焚烧，那它永远不能成钢;蜡烛，如果害怕熄灭，那它永远不能发光
1 蜡烛，如果害怕熄灭，那它永远不能发光;航船，如果害怕风浪，那它永远不能到达彼岸。
1 正是这责任，推动了历史车轮的滚滚向前;也正是这责任，闪耀着人性中至真至纯的光芒。
1 正因为有了一诺千金的豪情，方奏出了易水悲壮之歌。诚信——中国侠客永恒的定律;正因为有了海誓山盟的执着，才唱出了化蝶共舞之歌。诚信——中国情人缠绵的绝唱
1 正因为有了海誓山盟的执着，才唱出了化蝶共舞之歌。诚信——中国情人缠绵的绝唱;正因为有了为天地立命、为百姓谋幸福的诺言，才弹出了一出又一出清官之歌。诚信——中国文人不朽的鸣唱。
1 正是因为这份责任，22名红军突击队员义无反顾地冒着枪林弹雨在只剩下13根铁索的泸定桥上英勇奋战;正是因为这份责任，老班长宁愿自己吞下难以下咽的鱼骨头也要让伤病员喝上热腾腾的鱼汤
1 正是因为这份责任，老班长宁愿自己吞下难以下咽的鱼骨头也要让伤病员喝上热腾腾的鱼汤;正是因为这份责任，他们最终征服了二万五千里的艰难险阻。
1 祖国啊，在您五十六岁华诞之际，您的儿女们忘不了，您多少年来，在艰难中跋涉;多少回，在痛苦中磨练，多少次，在欢愉中沉思，在拼搏中进取
1 多少回，在痛苦中磨练，多少次，在欢愉中沉思，在拼搏中进取;祖国啊，您的飞跃，怎不让诗人的激情在笔端喷涌
1 祖国啊，您的飞跃，怎不让诗人的激情在笔端喷涌;您的崛起，怎不让儿女的热血在胸中沸腾
1 您的崛起，怎不让儿女的热血在胸中沸腾;您高歌迈进的铿锵的节奏，怎不让亿万国民心潮激荡。
1 祖国在花海中前行，我们吹起号角敲响锣鼓;祖国在春风中前行，我们把祝福写在脸上把期盼写在心里
1 祖国在春风中前行，我们把祝福写在脸上把期盼写在心里;祖国在新世纪的大道上前行，我们用歌声串成一颗颗星星。
1 祖国是园明圆里铭刻的思索;祖国是黄土坡上山路的曲折
1 祖国是黄土坡上山路的曲折;祖国是昆仑怀抱孕育的宝藏
1 祖国是昆仑怀抱孕育的宝藏;祖国是运河两岸无边的稻禾。
1 祖国是大海，我就是大海中的一滴水;祖国是母亲，我就是母亲的一个儿女
1 祖国是母亲，我就是母亲的一个儿女;祖国是大地，我就是大地上的一粒泥沙。
1 祖国是蓝天，我就是蓝天上的一抹云彩;祖国是高山，我就是高山上的一棵小树
1 祖国是高山，我就是高山上的一棵小树;祖国是花园，我就是花园里的一束奇葩。
1 祖国是马头琴中流淌的清澈;祖国是热瓦甫上迸发的炽热
1 祖国是热瓦甫上迸发的炽热;祖国是酥油茶里溢出的温馨
1 祖国是酥油茶里溢出的温馨;祖国是海外游子跳动的脉搏。
1 在世界的东方，有一个古老的国度，美丽而宽广;在世界的东方，有一个伟大的民族，勤劳而坚强
1 在世界的东方，有一个伟大的民族，勤劳而坚强;在世界的东方，有一条不息的血脉，强健而有力!
1 在妈祖庙袅袅的香火里，我们听到了《七子之歌》在吟唱;在淡水湾湛蓝的海水中，我们闻到了紫荆花的芬芳
1 在淡水湾湛蓝的海水中，我们闻到了紫荆花的芬芳;在世纪坛巍峨的造型里，我们感受到了新世纪的脚步，正铿锵向我们走来!
1 在黄河壶口的惊涛里，我们听到一种经久不息的激情;在珠穆朗玛峰的雪海中，我们凝视一种千年未变的真纯
1 在珠穆朗玛峰的雪海中，我们凝视一种千年未变的真纯;在秦兵马佣的坑道里，我们感悟一种雄浑与深沉。
1 在动乱中团结，因为天下兴亡，匹夫有责;在发展中团结，因为求进
1 在发展中团结，因为求进;在生活中团结，因为我们彼此关心，爱护。
1 像织完的锦缎那么绵延;像天边的霞光那么耀眼
1 像天边的霞光那么耀眼;像高空的彩虹那么绚烂。
1 在春天里拔节的不只是小草，也有我们的梦想;在春天里萌发的不只是花朵，也有我们的希望
1 在春天里萌发的不只是花朵，也有我们的希望;在春天里苏醒的不只是大地，也有我们的生命。
1 在家里，要和父母相互服务;在学校，要和室友相互服务
1 在学校，要和室友相互服务;在部队，要和队友相互服务
1 在部队，要和队友相互服务;在职场，要和同事相互服务。
1 在这个校园让我学到了许许多多的知识;在这个校园让我懂得了很多道理
1 在这个校园让我懂得了很多道理;在这个校园让我知道如何做人。
1 在最无助的人生路上，亲情是最持久的动力，给予我们无私的帮助和依靠;在最寂寞的情感路上，亲情是最真诚的陪伴，让我们感受到无比的温馨和安慰
1 在最寂寞的情感路上，亲情是最真诚的陪伴，让我们感受到无比的温馨和安慰;在最无奈的十字路口，亲情是最清晰的路标，指引我们成功到达目标。
1 在通过犹如生死门的孵化的过程时，蚕虫选择了拼死一搏;在面对犹如虎口的万丈悬崖时，海鸥选择了学习飞翔
1 在面对犹如虎口的万丈悬崖时，海鸥选择了学习飞翔;在面对仿似生无可恋的现实面前，海迪阿姨选择了坚强面对。
1 责任是一个国家发展的基础;责任是一个人为人处事的基点
1 责任是一个人为人处事的基点;责任是一个企业获得成功的首要因素
1 责任是一个企业获得成功的首要因素;责任是一个领导者应有的高尚品格
1 责任是一个领导者应有的高尚品格;责任是一个民族走向辉煌的必要条件。
1 责任是什么？对于中年人来说，责任是承前启后，瞻养老人，教育儿女;责任是什么？对于青年人来说，责任是努力工作，报效祖国，报效社会
1 责任是什么？对于青年人来说，责任是努力工作，报效祖国，报效社会;责任是什么？对于少年儿童来说，责任是努力学习好现代科技文化知识，将来报祖国之恩，报父母之恩。
1 责任意识，是“想干事”;责任能力，是“能干事”
1 责任能力，是“能干事”;责任行为，是“真干事”
1 责任行为，是“真干事”;责任制度，是“可干事”
1 责任制度，是“可干事”;责任成果，是“干成事”。
1 责任成就生命的坚韧与不屈;责任谱写人生的华丽与壮美
1 责任谱写人生的华丽与壮美;责任铸就心灵的自信与乐观。
1 因为有了责任，我们每个人才会努力奋斗;因为有了责任，国家才能不断地发展壮大
1 因为有了责任，国家才能不断地发展壮大;因为有了责任，社会才能够不断进步。
1 责任是鲜花，沁人肺腑、芳香居家，城市美容、美化绿化;责任是朝霞，催人奋进、展示才华，发家致富、兴我华厦
1 责任是朝霞，催人奋进、展示才华，发家致富、兴我华厦;责任是马达，驱动机车、带动上下，造福人民、当牛做马
1 责任是马达，驱动机车、带动上下，造福人民、当牛做马;责任是法码，量你品质、称你骨架，评你人格、论你身价。
1 责任，是一朵灿烂无比的花，开在每个人的心中;责任，是一道五彩绚丽的光，照进每个人的心中
1 责任，是一道五彩绚丽的光，照进每个人的心中;责任是一盏明亮的灯，指引每个人的人生道路。
1 作为中学生，我们有刻苦学习、健康成长的责任;作为青年，我们有传承文化、探索创新的责任
1 作为青年，我们有传承文化、探索创新的责任;作为头中人，我们有努力拼搏、为校争光的责任
1 作为头中人，我们有努力拼搏、为校争光的责任;作为祖国的希望，我们有建设祖国的责任。
1 中国梦是历史的、现实的、也是未来的;中国梦是国家的、民族的、也是每个中国人的
1 中国梦是国家的、民族的、也是每个中国人的;中国梦是我们的，更是你们青年一代的。
1 中国梦是翅膀，让我们自由翱翔;中国梦是希望，让我们充满动力
1 中国梦是希望，让我们充满动力;中国梦是前方的灯塔，为我们指明航向
1 中国梦是前方的灯塔，为我们指明航向;中国梦是成功的铺路石，需要我们付出艰辛和努力。
1 中国梦是憧憬，背负着期待，孕育着崛起;中国梦是希望，背负着耕耘，孕育着收获
1 中国梦是希望，背负着耕耘，孕育着收获;中国梦是未来，背负着积累，孕育着继往开来。
1 中国梦，有穷且益坚，不坠青云之志的倔强傲岸;中国梦，有扬鞭策马，登高临远的超然脱俗
1 中国梦，有扬鞭策马，登高临远的超然脱俗;中国梦，宠辱不惊，熟视岁月如流的胸怀。
1 中国梦像一展飘扬在山颠的红旗;中国梦像一棵挺拔在沙漠的胡杨
1 中国梦像一棵挺拔在沙漠的胡杨;中国梦像一弯璀璨在天空的明月。
1 中国梦，是发展经济的梦;中国梦，是强盛祖国的梦
1 中国梦，是强盛祖国的梦;中国梦，是利于人民的梦。
1 中国梦，犹如一阵风，吹向未来;中国梦，犹如一艘船，飘向远方
1 中国梦，犹如一艘船，飘向远方;中国梦，犹如一盏灯，点亮明天。
